0,46.5,-79.069,1.0005
1,348.03,-42.522,301.53
2,698.86,-13.248,350.83
3,857.63,-1.7319,158.77
4,881.51,-0.064152,23.877
5,882.43,-0.0003029,0.91846
6,882.43,-5.2809e-08,0.0043572
